Article #,ingredient 1,Concentration ,Unit of concentration ,Normalized concentration % of meat,Chemical composition,source,ingredient 2,Concentration ,Unit of concentration ,Normalized concentration %,Chemical chomposition,Source,ingredient 3,Concentration ,Unit of concentration ,Normalized concentration,Chemical composition,Source,ingredient 4,Concentration ,Unit of concentration ,Normalized concentration,chemical composition,source,Immersion time,Packaging condition,Storage condition (°C),Meat type,meat type 2,part of product,Treatment,Combined treatment, Indicators,Type of indicator,Lower Level Threshold (log CFU/g),Upper Level Threshold (log CFU/g),Unit,Initial Count (Day 0),Pre-threshold   (Day),Pre-threshold Count,Efficacité pre-threshols,Initial inhibition factor,Pre-Threshold Proximity Index 1(TPI),Pre-Threshold Proximity Index 2(TPI),Efficacité pre-threshols proximity ,Post-threshold (Day),Post-threshold Count,Efficacité of Post-threshold,Efficiency,post inhibition factor ,Post-Threshold Proximity Index 1(TPI),Post-Threshold Proximity Index 2(TPI),Efficacité post-threshols proximity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,B. thermosphacta,Microbial,5,7,log CFU/g,4.5,12,5.6,3,0.09,0.80,0.80,2,15,7,3,1.000,0.467,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,B. thermosphacta,Microbial,5,7,log CFU/g,4.5,24,6.2,1,0.07,0.89,0.89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,B. thermosphacta,Microbial,5,7,log CFU/g,4.5,24,6,2,0.06,0.86,0.86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,B. thermosphacta,Microbial,5,7,log CFU/g,4.5,24,5.9,3,0.06,0.84,0.84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,0,IU/g,0,Protein ,microbial,Control,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,,,Pseudomonas,Microbial,5,7,log CFU/g,3.8,8,6,1,0.28,0.86,0.86,2,12,7.1,3,0.789,0.275,1.42,1.014,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,protein,microbial,EDTA,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,,Pseudomonas,Microbial,5,7,log CFU/g,3.8,8,6.8,1,0.38,0.97,0.97,2,12,7,3,0.686,0.050,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,protein,microbial,EDTA,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,,Pseudomonas,Microbial,5,7,log CFU/g,3.8,12,6.8,1,0.25,0.97,0.97,2,16,7,3,0.772,0.050,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,protein,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,,Pseudomonas,Microbial,5,7,log CFU/g,3.8,24,5.8,1,0.08,0.83,0.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,protein,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,,Pseudomonas,Microbial,5,7,log CFU/g,3.8,24,5.8,1,0.08,0.83,0.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,protein,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,,Pseudomonas,Microbial,5,7,log CFU/g,3.8,24,5.5,1,0.07,0.79,0.79,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,protein,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,,Pseudomonas,Microbial,5,7,log CFU/g,3.8,24,5,2,0.05,0.71,0.71,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,0,IU/g,0,protein,microbial,Control,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,,,Enterobacteriaceae ,Microbial,5,7,log CFU/g,3,20,6.8,1,0.19,0.97,0.97,2,24,7,3,0.858,0.050,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,Enterobacteriaceae ,Microbial,5,7,log CFU/g,3,24,6.8,1,0.16,0.97,0.97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,Enterobacteriaceae ,Microbial,5,7,log CFU/g,3,24,6.8,1,0.16,0.97,0.97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,Enterobacteriaceae ,Microbial,5,7,log CFU/g,3,24,6.6,1,0.15,0.94,0.94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,Enterobacteriaceae ,Microbial,5,7,log CFU/g,3,24,6.5,1,0.15,0.93,0.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,Enterobacteriaceae ,Microbial,5,7,log CFU/g,3,24,6,1,0.13,0.86,0.86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,Enterobacteriaceae ,Microbial,5,7,log CFU/g,3,24,5.8,2,0.12,0.83,0.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,0,IU/g,0,Protein ,microbial,Control,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,,,TMAN,Chemical,,10,mg N/100g,2.00,12,4.5,2,0.208,0.45,0.450,3,16,10.5,1,1.75,1.500,,1.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TMAN,Chemical,,10,mg N/100g,2.00,12,4,3,0.167,0.40,0.400,3,16,10.5,1,1.97,1.625,,1.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TMAN,Chemical,,10,mg N/100g,2.00,15,6,1,0.267,0.60,0.600,3,20,10,3,1.25,0.800,,1.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TMAN,Chemical,,10,mg N/100g,2.00,15,6,1,0.267,0.60,0.600,3,20,10,3,1.25,0.800,,1.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TMAN,Chemical,,10,mg N/100g,2.00,20,7,1,0.250,0.70,0.700,2,24,10,3,1.19,0.750,,1.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TMAN,Chemical,,10,mg N/100g,2.00,24,6,1,0.167,0.60,0.600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TMAN,Chemical,,10,mg N/100g,2.00,24,3,3,0.042,0.30,0.300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,0,IU/g,0,Protein ,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TMAN,Chemical,,10,mg N/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,0,IU/g,0,Protein ,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TMAN,Chemical,,10,mg N/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,0,IU/g,0,,,Control,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,,,TVBN,Chemical,20,40,mg N/100g,23.60,8,35,1,1.425,1.75,0.875,2,12,42,2,0.80,1.750,2.10,1.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVBN,Chemical,20,40,mg N/100g,23.60,8,34,1,1.300,1.70,0.850,2,12,40,2,0.78,1.500,2.00,1.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,0,mM,0,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVBN,Chemical,20,40,mg N/100g,23.60,12,34,1,0.867,1.70,0.850,2,15,60.3,1,1.42,8.767,3.02,1.51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVBN,Chemical,20,40,mg N/100g,23.60,15,38,1,0.960,1.90,0.950,2,20,49.2,2,0.97,2.240,2.46,1.23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,10,mM,0.37,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVBN,Chemical,20,40,mg N/100g,23.60,24,39.5,1,0.663,1.98,0.988,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,500,IU/g,0.05,Protein ,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVBN,Chemical,20,40,mg N/100g,23.60,24,37.4,1,0.575,1.87,0.935,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0136-139,Nisin,1500,IU/g,0.15,Protein ,microbial,EDTA,50,mM,1.86,,,,,,,,,,,,,,,30 min at RT,"MAP(LDPE/PA/LDPE, 65%CO2, 30%N2, 5%O2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVBN,Chemical,20,40,mg N/100g,23.60,24,32.1,1,0.354,1.61,0.803,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0143-147,Oregano EO,0,%,0,,,,,,,,,,,,,,,,,,,,,,Air,4,Chicken,Chicken,fresh chicken breast 300g,,,TVC,Microbial,5,7,log CFU/g,4.28,3,5.83,1,0.52,0.83,0.83,2,6,7.1,3,0.609,0.423,1.42,1.014,2-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0143-147,Organo EO,0.1,%,0.1,Essential oil,plant,,,,,,,,,,,,,,,,,,,,Air,4,Chicken,Chicken,fresh chicken breast 300g,ANM,ANM,TVC,Microbial,5,7,log CFU/g,4.28,3,5.59,1,0.44,0.80,0.80,2,6,6.92,3,0.619,0.443,1.384,0.989,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0143-147,Organo EO,1,%,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,,Air,4,Chicken,Chicken,fresh chicken breast 300g,ANM,ANM,TVC,Microbial,5,7,log CFU/g,4.28,15,5.38,1,0.07,0.77,0.77,2,20,6.83,3,0.952,0.290,1.366,0.976,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0143-147,Organo EO,0,%,0,,,,,,,,,,,,,,,,,,,,,,"MAP (30%CO2, 70%N2)",4,Chicken,Chicken,fresh chicken breast 300g,,,TVC,Microbial,5,7,log CFU/g,4.28,9,6.23,1,0.22,0.89,0.89,2,12,7.09,3,0.854,0.287,1.418,1.013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0143-147,Organo EO,0.1,%,0.1,Essential oil,plant,,,,,,,,,,,,,,,,,,,,"MAP (30%CO2, 70%N2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVC,Microbial,5,7,log CFU/g,4.28,9,6.12,1,0.20,0.87,0.87,2,12,6.91,3,0.847,0.263,1.382,0.987,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0143-147,Organo EO,1,%,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,,"MAP (30%CO2, 70%N2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVC,Microbial,5,7,log CFU/g,4.28,20,5.87,1,0.08,0.84,0.84,2,25,6.88,3,0.938,0.202,1.376,0.983,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0143-147,Organo EO,0,%,0,,,,,,,,,,,,,,,,,,,,,,"MAP (70%CO2, 30%N2)",4,Chicken,Chicken,fresh chicken breast 300g,,,TVC,Microbial,5,7,log CFU/g,4.28,12,6.62,1,0.20,0.95,0.95,2,15,7.18,3,0.868,0.187,1.436,1.026,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0143-147,Organo EO,0.1,%,0.1,Essential oil,plant,,,,,,,,,,,,,,,,,,,,"MAP (70%CO2, 30%N2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVC,Microbial,5,7,log CFU/g,4.28,9,6.22,1,0.22,0.89,0.89,2,12,6.98,3,0.842,0.253,1.396,0.997,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0143-147,Organo EO,1,%,1,Essential oil,plant,,,,,,,,,,,,,,,,,,,,"MAP (70%CO2, 30%N2)",4,Chicken,Chicken,fresh chicken breast 300g,MAP+ANM,MAP+ANM,TVC,Microbial,5,7,log CFU/g,4.28,25,6.32,1,0.08,0.90,0.90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0182-183,Lysozyme/Lactoferrin,-,-,0,,,-,-,-,,,,,,,,,,,,,,,,,cellulose based food packaging,4±1,Beef,Beef,veal fillet,,,TAC,Microbial,5,7,log CFU/g,5.34,1,5.34,3,0.00,0.76,0.76,2,3,6.48,3,0.404,0.570,1.296,0.926,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0182-183,Lysozyme,10,% (w/w),10,Protein ,enzyme,-,-,-,,,,,,,,,,,,,,,,,cellulose based food packaging,4±1,Beef,Beef,veal fillet,ANM,,TAC,Microbial,5,7,log CFU/g,5.34,3,5.55,3,0.07,0.79,0.79,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0182-183,Lactoferrin,5,% (w/w),5,Protein ,enzyme,-,-,-,,,,,,,,,,,,,,,,,cellulose based food packaging,4±1,Beef,Beef,veal fillet,ANM,,TAC,Microbial,5,7,log CFU/g,5.34,1,5.34,3,0.00,0.76,0.76,2,3,6.3,3,0.393,0.480,1.26,0.900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0182-183,Lysozyme,5,% (w/w),5,Protein ,enzyme,Lactoferrin,5,% (w/w),5,Protein ,enzyme,,,,,,,,,,,,,,cellulose based food packaging,4±1,Beef,Beef,veal fillet,ANM,,TAC,Microbial,5,7,log CFU/g,5.34,3,5.43,3,0.03,0.78,0.78,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0185-190,Oregano EO/Thyme EO,-,,0,,,,,,,,,,,,,,,,,,,,,,vacuum packaged,4±1,Beef,Beef,Ground beef patties,,,Pseudomonas ,Microbial,5,7,log CFU/g,6.36,12,6,1,-0.03,0.86,0.86,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0185-190,Oregano EO,5,%,5,essential oil,plant,,,,,,,,,,,,,,,,,,,,vacuum packaged,4±1,Beef,Beef,Ground beef patties,,,Pseudomonas ,Microbial,5,7,log CFU/g,6.36,12,5.5,2,-0.07,0.79,0.79,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0185-190,Thyme EO,5,%,5,essential oil,plant,,,,,,,,,,,,,,,,,,,,vacuum packaged,4±1,Beef,Beef,Ground beef patties,,,Pseudomonas ,Microbial,5,7,log CFU/g,6.36,12,5.25,2,-0.09,0.75,0.75,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0185-190,Oregano EO,2.5,%,2.5,essential oil,plant,Thyme EO,2.5,%,2.5,essential oil,plant,,,,,,,,,,,,,,vacuum packaged,4±1,Beef,Beef,Ground beef patties,,,Pseudomonas ,Microbial,5,7,log CFU/g,6.36,12,5.25,2,-0.09,0.75,0.75,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0185-190,Oregano EO/Thyme EO,-,,0,,,,,,,,,,,,,,,,,,,,,,vacuum packaged,4±1,Beef,Beef,Ground beef patties,,,TCC,Microbial,2,4,log CFU/g,4.7,12,5.25,1,0.05,2.63,1.31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0185-190,Organo EO,5,%,5,Essential oil,plant,,,,,,,,,,,,,,,,,,,,vacuum packaged,4±1,Beef,Beef,Ground beef patties,ANM+MAP,,TCC,Microbial,2,4,log CFU/g,4.7,12,5,1,0.03,2.50,1.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0185-190,Thyme EO,5,%,5,Essential oil,plant,,,,,,,,,,,,,,,,,,,,vacuum packaged,4±1,Beef,Beef,Ground beef patties,ANM+MAP,,TCC,Microbial,2,4,log CFU/g,4.7,12,5,1,0.03,2.50,1.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0185-190,Organo EO,2.5,%,2.5,Essential oil,plant,Thyme EO,2.5,%,2.5,Essential oil,plant,,,,,,,,,,,,,,vacuum packaged,4±1,Beef,Beef,Ground beef patties,ANM+MAP,,TCC,Microbial,2,4,log CFU/g,4.7,12,5,1,0.03,2.50,1.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0193-194,Oregano EO,-,,0,,,,,,,,,,,,,,,,,,,,,,sorbitol-plasticized whey Protein  isolate films,5,Beef,Beef,freshly cut beef (2.1x2.5x1cm),,,TVC,Microbial,5,7,log CFU/g,3,1,3,2,0.00,0.60,0.43,3,9,8.4,2,0.311,0.675,1.68,1.200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0193-194,Oregano EO,1.5,% (w/w),1.5,Essential oil,plant,,,,,,,,,,,,,,,,,,,used in film formulation,sorbitol-plasticized whey Protein  isolate films,5,Beef,Beef,freshly cut beef (2.1x2.5x1cm),ANM,,TVC,Microbial,5,7,log CFU/g,3,9,5.1,1,0.23,1.02,0.73,2,13,7,3,0.950,0.475,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0193-194,Oregano EO,-,,0,,,,,,,,,,,,,,,,,,,,,,sorbitol-plasticized whey protein isolate films,5,Beef,Beef,freshly cut beef (2.1x2.5x1cm),,,Pseudomonas ,Microbial,5,7,log CFU/g,3,1,3,3,0.00,0.60,0.43,3,9,8.4,1,0.311,0.675,1.68,1.200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0193-194,Oregano EO,1.5,% (w/w),1.5,essential oil,plant,,,,,,,,,,,,,,,,,,,used in film formulation,sorbitol-plasticized whey protein isolate films,5,Beef,Beef,freshly cut beef (2.1x2.5x1cm),,,Pseudomonas ,Microbial,5,7,log CFU/g,3,9,5.1,2,0.23,1.02,0.73,2,13,7,3,0.950,0.475,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0193-194,Oregano EO,-,,0,,,,,,,,,,,,,,,,,,,,,,sorbitol-plasticized whey Protein  isolate films,5,Beef,Beef,freshly cut beef (2.1x2.5x1cm),,,LAB,Microbial,5,7,log CFU/g,3,1,3,3,0.00,0.60,0.43,3,9,8.4,1,0.311,0.675,1.68,1.200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0193-194,Oregano EO,1.5,% (w/w),1.5,Essential oil,plant,,,,,,,,,,,,,,,,,,,used in film formulation,sorbitol-plasticized whey Protein  isolate films,5,Beef,Beef,freshly cut beef (2.1x2.5x1cm),ANM,,LAB,Microbial,5,7,log CFU/g,3,9,5.1,1,0.23,1.02,0.73,2,13,7,3,0.950,0.475,1.4,1.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANM-0206-208,Pomegranate fruit juice,-,-,0,,,-,-,-,,,,-,-,-,,,,,,,,,,2 min,aerobically packaged in a low density polyethylene pouches,4,Chicken,Chicken,Skinless and boneless fresh chicken breast meat (ca. 400 g),,,TVC,Microbial,5,7,log CFU/g,4.85,1,4.85,2,0.00,0.97,0.69,3,6,7.5,2,0.258,0.530,1.5,1.071,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
