experiment_id,ingredient_id,ingredient,concentration,unit_of_concentration,normalized_concentration_%_of_meat,chemical_composition,source,immersion_time,packaging_class,packaging_material,container_type,special_properties,storage_condition_(°c),meat_type,part_of_product,physical_hurdle_tech,application_method,hurdle_coordination,irradiation_dose,indicators,type_of_indicator,lower_level_threshold_(log_cfu/g),upper_level_threshold_(log_cfu/g),unit,initial_count_(day_0),pre_threshold_(day),pre_threshold_count,initial_inhibition_factor,post_threshold_(day),post_threshold_count,post_inhibition_factor,post_threshold_proximity_index_2(tpi),data_source
44,1,control,,,0.0,none,none,,,ldpe,pouch,,4,goat,goat nuggets,,,,,tpc,microbial,5.0,7.0,log cfu/g,2.6,16.0,3.9,0.08,,,,,theoretical
44,1,dry drumstick flower (moringa oleifera l.),1.0,%,1.0,phenol,plant,,,ldpe,pouch,,4,goat,goat nuggets,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,2.6,16.0,3.9,0.08,,,,,theoretical
44,1,dry drumstick flower (moringa oleifera l.),2.0,%,2.0,phenol,plant,,,ldpe,pouch,,4,goat,goat nuggets,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,2.6,16.0,3.7,0.07,,,,,theoretical
44,1,control,,,0.0,none,none,,,ldpe,pouch,,4,goat,goat nuggets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.2,16.0,0.9,0.022,,,,,theoretical
44,1,dry drumstick flower (moringa oleifera l.),1.0,%,1.0,phenol,plant,,,ldpe,pouch,,4,goat,goat nuggets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.2,16.0,0.8,0.019,,,,,theoretical
44,1,dry drumstick flower (moringa oleifera l.),2.0,%,2.0,phenol,plant,,,ldpe,pouch,,4,goat,goat nuggets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.2,16.0,0.7,0.016,,,,,theoretical
45,1,control,,,0.0,none,none,,map,pa,tray,,"4c, 8c after d7",pork,pork meat hamburgers,,,,,tbars,,0.5,2.0,mg mda/kg,0.35,13.0,0.944,0.023,16.0,1.394,0.15,0.7,theoretical
45,1,cranberry pomace extracts,2.0,%,2.0,anthocyanins,plant,,map,pa,tray,,"4c, 8c after d8",pork,pork meat hamburgers,,anm+map,hybrid_simultaneous,,tbars,,0.5,2.0,mg mda/kg,0.06,16.0,0.206,0.004,,,,,theoretical
46,1,control,0.0,%,0.0,none,none,,,,,,4,pork,pork sausage,,,,,tpc,microbial,5.0,7.0,log cfu/g,3.17,7.0,4.18,0.14,,,,,theoretical
46,1,cacao bean husk powder,0.25,%,0.25,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.23,7.0,4.23,0.14,,,,,theoretical
46,1,cacao bean husk powder,0.5,%,0.5,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.25,7.0,4.24,0.14,,,,,theoretical
46,1,cacao bean husk powder,0.75,%,0.75,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.23,7.0,4.29,0.15,,,,,theoretical
46,1,cacao bean husk powder,1.0,%,1.0,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.28,7.0,4.34,0.15,,,,,theoretical
46,1,cacao bean husk powder,2.0,%,2.0,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.27,7.0,4.35,0.15,,,,,theoretical
46,1,control,0.0,%,0.0,none,none,,,,,,4,pork,pork sausage,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.79,1.0,0.79,0.0,4.0,1.15,0.12,0.58,theoretical
46,1,cacao bean husk powder,0.25,%,0.25,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.46,8.0,0.53,0.004,,,,,theoretical
46,1,cacao bean husk powder,0.5,%,0.5,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.37,8.0,0.44,0.004,,,,,theoretical
46,1,cacao bean husk powder,0.75,%,0.75,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.22,8.0,0.3,0.005,,,,,theoretical
46,1,cacao bean husk powder,1.0,%,1.0,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.19,8.0,0.25,0.004,,,,,theoretical
46,1,cacao bean husk powder,2.0,%,2.0,protein  aa,plant,,,,,,4,pork,pork sausage,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.17,8.0,0.2,0.002,,,,,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvc,microbial,5.0,7.0,log cfu/g,3.6,1.0,3.6,0.0,2.0,8.7,5.1,1.243,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.2,1.0,2.2,0.0,2.0,7.6,5.4,1.086,theoretical
0,2,cathodic nacl solution,1.0,% (w/w),1.0,mineral,other natural sources,,,,,,25,fish,skinless carp fillets,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.3,1.0,2.3,0.0,2.0,7.5,5.2,1.071,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.6,1.0,2.6,0.0,2.0,6.4,3.8,0.914,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.2,2.0,5.6,1.7,3.0,7.5,1.9,1.071,theoretical
0,2,cathodic nacl solution,1.0,% (w/w),1.0,mineral,other natural sources,,,,,,25,fish,skinless carp fillets,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.1,2.0,5.4,1.65,3.0,7.2,1.8,1.029,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tvbn,chemical,20.0,30.0,mg/100g,11.4,1.0,11.4,,2.0,41.0,29.6,1.37,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,8.4,2.0,26.9,9.25,3.0,64.5,37.6,2.15,theoretical
0,2,cathodic nacl solution,1.0,% (w/w),1.0,mineral,other natural sources,,,,,,25,fish,skinless carp fillets,,,,,tvbn,chemical,20.0,30.0,mg/100g,7.0,2.0,24.9,8.95,3.0,60.1,35.2,2.0,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.9,2.0,21.2,7.15,3.0,42.9,21.7,1.43,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.8,2.0,20.7,6.95,3.0,40.6,19.9,1.35,theoretical
0,2,cathodic nacl solution,1.0,% (w/w),1.0,mineral,other natural sources,,,,,,25,fish,skinless carp fillets,,anm,single,,tvbn,chemical,20.0,30.0,mg/100g,6.8,2.0,18.8,6.0,3.0,38.9,20.1,1.3,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,8.5,2.5,,,,,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,8.9,2.633,,,,,theoretical
0,2,cathodic nacl solution,1.0,% (w/w),1.0,mineral,other natural sources,,,,,,25,fish,skinless carp fillets,,,,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,7.3,2.1,,,,,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,6.63,1.877,,,,,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,4.2,1.067,,,,,theoretical
0,2,cathodic nacl solution,1.0,% (w/w),1.0,mineral,other natural sources,,,,,,25,fish,skinless carp fillets,,anm,single,,pv,chemical,10.0,20.0,meq/kg,1.0,3.0,2.9,0.633,,,,,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.15,2.0,0.34,0.095,3.0,0.8,0.46,0.4,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.15,2.0,0.38,0.115,3.0,0.92,0.54,0.46,theoretical
0,2,cathodic nacl solution,1.0,% (w/w),1.0,mineral,other natural sources,,,,,,25,fish,skinless carp fillets,,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,2.0,0.26,0.06,3.0,0.63,0.37,0.32,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.25,0.037,,,,,theoretical
0,2,control,0.0,% (w/w),0.0,none,none,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.3,0.053,,,,,theoretical
0,2,cathodic nacl solution,1.0,% (w/w),1.0,mineral,other natural sources,,,,,,25,fish,skinless carp fillets,,anm,single,,tbars,chemical,0.5,2.0,mg mda/kg,0.14,3.0,0.17,0.01,,,,,theoretical
2,2,sodium ascorbate,400.0,mg/kg meat,0.04,organic acid,plant,,,pa|pp|ps,tray,oxygen-permeable|barrier,4,beef,raw beef patties,,anm+salt,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.4,9.0,5.6,0.13,,,,,theoretical
2,2,green tea extract,300.0,mg/kg meat,0.03,phenol,plant,,,pa|pp|ps,tray,oxygen-permeable|barrier,4,beef,raw beef patties,,anm+salt,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,9.0,5.8,0.17,,,,,theoretical
2,2,grape seed extract,300.0,mg/kg meat,0.03,phenol,plant,,,pa|pp|ps,tray,oxygen-permeable|barrier,4,beef,raw beef patties,,anm+salt,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.4,9.0,5.6,0.13,,,,,theoretical
2,2,sodium ascorbate,400.0,mg/kg meat,0.04,organic acid,plant,,,pa|pp|ps,tray,oxygen-permeable|barrier,4,beef,raw beef patties,,anm+salt,hybrid_simultaneous,,tcc,microbial,2.0,3.0,log cfu/g,3.2,9.0,3.7,0.06,,,,,theoretical
2,2,green tea extract,300.0,mg/kg meat,0.03,phenol,plant,,,pa|pp|ps,tray,oxygen-permeable|barrier,4,beef,raw beef patties,,anm+salt,hybrid_simultaneous,,tcc,microbial,2.0,3.0,log cfu/g,3.3,9.0,3.8,0.06,,,,,theoretical
2,2,grape seed extract,300.0,mg/kg meat,0.03,phenol,plant,,,pa|pp|ps,tray,oxygen-permeable|barrier,4,beef,raw beef patties,,anm+salt,hybrid_simultaneous,,tcc,microbial,2.0,3.0,log cfu/g,3.4,9.0,3.4,0.0,,,,,theoretical
2,2,sodium ascorbate,400.0,mg/kg meat,0.04,organic acid,plant,,,pa|pp|ps,tray,oxygen-permeable|barrier,4,beef,raw beef patties,,anm+salt,hybrid_simultaneous,,tbars,chemical,0.5,2.0,mda/kg,0.44,10.0,0.69,0.025,,,,,theoretical
2,2,green tea extract,300.0,mg/kg meat,0.03,phenol,plant,,,pa|pp|ps,tray,oxygen-permeable|barrier,4,beef,raw beef patties,,anm+salt,hybrid_simultaneous,,tbars,chemical,0.5,2.0,mda/kg,0.51,10.0,0.6,0.009,,,,,theoretical
2,2,grape seed extract,300.0,mg/kg meat,0.03,phenol,plant,,,pa|pp|ps,tray,oxygen-permeable|barrier,4,beef,raw beef patties,,anm+salt,hybrid_simultaneous,,tbars,chemical,0.5,2.0,mda/kg,0.45,10.0,0.47,0.002,,,,,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,9.5,7.0,0.318,1.0,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,12.0,7.0,0.245,1.0,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,15.0,7.0,0.193,1.0,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,15.0,7.0,0.193,1.0,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,18.5,7.0,0.154,1.0,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,21.5,7.0,0.132,1.0,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,27.0,7.0,0.104,1.0,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,9.5,7.0,0.318,1.0,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,4.3,1.0,4.3,0.0,9.5,7.0,0.318,1.0,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,lab,microbial,5.0,7.0,log cfu/g,4.8,8.0,6.5,0.21,12.0,7.5,0.25,1.071,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,8.0,6.0,0.15,12.0,7.2,0.3,1.029,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,12.0,6.2,0.12,16.0,7.2,0.25,1.029,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,16.0,6.8,0.13,20.0,7.2,0.1,1.029,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,16.0,6.7,0.12,20.0,7.1,0.1,1.014,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,20.0,6.6,0.09,24.0,7.0,0.1,1.0,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,lab,microbial,5.0,7.0,log cfu/g,4.8,20.0,6.6,0.09,24.0,7.0,0.1,1.0,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,8.0,6.0,0.19,12.0,7.2,0.3,1.029,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,8.0,5.8,0.16,12.0,7.0,0.3,1.0,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,12.0,5.7,0.1,15.0,7.1,0.467,1.014,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,12.0,5.6,0.09,15.0,7.0,0.467,1.0,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,24.0,6.2,0.07,,,,,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,24.0,6.0,0.06,,,,,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.5,24.0,5.9,0.06,,,,,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,8.0,6.0,0.28,12.0,7.1,0.275,1.014,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,8.0,6.8,0.38,12.0,7.0,0.05,1.0,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,12.0,6.8,0.25,16.0,7.0,0.05,1.0,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,24.0,5.8,0.08,,,,,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,24.0,5.8,0.08,,,,,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,24.0,5.5,0.07,,,,,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,pseudomonas,microbial,5.0,7.0,log cfu/g,3.8,24.0,5.0,0.05,,,,,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,20.0,6.8,0.19,24.0,7.0,0.05,1.0,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.8,0.16,,,,,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.8,0.16,,,,,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.6,0.15,,,,,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.5,0.15,,,,,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,6.0,0.13,,,,,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.0,24.0,5.8,0.12,,,,,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,tman,chemical,,10.0,mg n/100g,2.0,12.0,4.5,0.208,16.0,10.5,1.5,1.05,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,12.0,4.0,0.167,16.0,10.5,1.625,1.05,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,15.0,6.0,0.267,20.0,10.0,0.8,1.0,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,15.0,6.0,0.267,20.0,10.0,0.8,1.0,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,20.0,7.0,0.25,24.0,10.0,0.75,1.0,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,24.0,6.0,0.167,,,,,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,2.0,24.0,3.0,0.042,,,,,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,,,,,,,,,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tman,chemical,,10.0,mg n/100g,,,,,,,,,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,,,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,8.0,35.0,1.425,12.0,42.0,1.75,1.05,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,8.0,34.0,1.3,12.0,40.0,1.5,1.0,theoretical
7,2,control,0.0,mm,0.0,none,none,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,12.0,34.0,0.867,15.0,60.3,8.767,1.51,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,15.0,38.0,0.96,20.0,49.2,2.24,1.23,theoretical
7,2,edta,10.0,mm,0.37,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,24.0,39.5,0.663,,,,,theoretical
7,2,edta,50.0,mm,1.86,chelating agent (organic compound),other natural sources,30.0,active_antimicrobial,ldpe|pa,,active packaging,4,chicken,fresh chicken breast 300g,,anm+map,hybrid_simultaneous,,tvbn,chemical,20.0,40.0,mg n/100g,23.6,24.0,37.4,0.575,,,,,theoretical
