article_#,ingredient_id,ingredient,concentration,unit_of_concentration,normalized_concentration_%_of_meat,chemical_composition,source,immersion_time,packaging_class,packaging_material,container_type,special_properties,storage_condition_(°c),meat_type,part_of_product,physical_hurdle_tech,application_method,hurdle_coordination,irradiation_dose,indicators,type_of_indicator,lower_level_threshold_(log_cfu/g),upper_level_threshold_(log_cfu/g),unit,initial_count_(day_0),pre_threshold_(day),pre_threshold_count,initial_inhibition_factor,post_threshold_(day),post_threshold_count,post_inhibition_factor,post_threshold_proximity_index_2(tpi),data_source
anm-0206-208,1,control,,,0.0,none,none,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,psy,chemical,5.0,7.0,log cfu/g,3.19,2.0,3.19,0.0,6.0,9.0,1.453,1.286,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,3.64,2.0,3.64,0.0,6.0,7.5,0.965,1.071,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,3.7,6.0,6.1,0.4,11.0,7.5,0.28,1.071,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,3.74,11.0,6.5,0.25,16.0,7.45,0.19,1.064,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,psy,chemical,5.0,7.0,log cfu/g,4.1,16.0,6.1,0.13,21.0,7.0,0.18,1.0,theoretical
anm-0206-208,1,control,,,0.0,none,none,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,pv,chemical,10.0,25.0,meq o2/kg fat,0.07,20.0,0.13,0.003,,,,,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,pv,chemical,10.0,25.0,meq o2/kg fat,0.07,20.0,0.13,0.003,,,,,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,pv,chemical,10.0,25.0,meq o2/kg fat,0.05,20.0,0.11,0.003,,,,,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,pv,chemical,10.0,25.0,meq o2/kg fat,0.07,20.0,0.099,0.002,,,,,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,anm,single,,pv,chemical,10.0,25.0,meq o2/kg fat,0.05,20.0,0.065,0.001,,,,,theoretical
anm-0206-208,1,control,,,0.0,none,none,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.04,20.0,0.128,0.004,,,,,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.02,20.0,0.112,0.005,,,,,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.03,20.0,0.106,0.004,,,,,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.02,20.0,0.09,0.004,,,,,theoretical
anm-0206-208,1,pomegranate fruit juice,100.0,%,2.0,phenol,plant,2.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging|barrier,4,chicken,skinless and boneless fresh chicken breast meat (ca. 400 g),,,,,tbars,chemical,0.5,2.0,mg mda/kg,0.01,20.0,0.08,0.003,,,,,theoretical
anm0209-213,1,control,,,0.0,none,none,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,,,,tac,microbial,5.0,7.0,log cfu/g,3.34,13.0,6.99,0.28,,,,,theoretical
anm0209-213,1,oregano eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,tac,microbial,5.0,7.0,log cfu/g,3.34,13.0,5.61,0.17,,,,,theoretical
anm0209-213,1,oregano eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,tac,microbial,5.0,7.0,log cfu/g,3.34,13.0,4.98,0.13,,,,,theoretical
anm0209-213,1,clove eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,tac,microbial,5.0,7.0,log cfu/g,3.34,13.0,6.72,0.26,,,,,theoretical
anm0209-213,1,clove eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,tac,microbial,5.0,7.0,log cfu/g,3.34,13.0,5.83,0.19,,,,,theoretical
anm0209-213,1,control,,,0.0,none,none,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,,,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,2.17,10.0,6.7,0.45,13.0,7.55,0.283,1.079,theoretical
anm0209-213,1,oregano eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,2.17,13.0,6.43,0.33,,,,,theoretical
anm0209-213,1,oregano eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,2.17,13.0,6.41,0.33,,,,,theoretical
anm0209-213,1,clove eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,2.17,13.0,6.62,0.34,,,,,theoretical
anm0209-213,1,clove eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,2.17,13.0,6.14,0.31,,,,,theoretical
anm0209-213,1,control,,,0.0,none,none,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,,,,psy,microbial,5.0,7.0,log cfu/g,3.43,10.0,5.84,0.24,13.0,7.03,0.397,1.004,theoretical
anm0209-213,1,oregano eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,3.43,13.0,5.65,0.17,,,,,theoretical
anm0209-213,1,oregano eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,3.43,13.0,5.84,0.19,,,,,theoretical
anm0209-213,1,clove eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,3.43,13.0,6.71,0.25,,,,,theoretical
anm0209-213,1,clove eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,psy,microbial,5.0,7.0,log cfu/g,3.43,13.0,6.55,0.24,,,,,theoretical
anm0209-213,1,control,,,0.0,none,none,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,,,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.37,3.0,4.43,0.35,5.0,7.54,1.555,1.077,theoretical
anm0209-213,1,oregano eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.37,3.0,4.21,0.28,5.0,7.13,1.46,1.019,theoretical
anm0209-213,1,oregano eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.37,10.0,6.86,0.35,13.0,7.05,0.063,1.007,theoretical
anm0209-213,1,clove eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.37,3.0,4.23,0.29,5.0,7.06,1.415,1.009,theoretical
anm0209-213,1,clove eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.37,3.0,4.25,0.29,5.0,7.48,1.615,1.069,theoretical
anm0209-213,1,control,,,0.0,none,none,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.47,3.0,4.47,0.0,5.0,8.82,2.175,1.26,theoretical
anm0209-213,1,oregano eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.47,3.0,4.47,0.0,5.0,8.47,2.0,1.21,theoretical
anm0209-213,1,oregano eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.47,3.0,4.47,0.0,5.0,7.21,1.37,1.03,theoretical
anm0209-213,1,clove eo,10.0,g/kg,1.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.47,3.0,4.47,0.0,5.0,7.4,1.465,1.057,theoretical
anm0209-213,1,clove eo,20.0,g/kg,2.0,essential oil,plant,2.0,active_antimicrobial,pa|protein film|ldpe|pp,tray,active packaging,4,chicken,skinned chicken breast fillets,,anm,single,,pseudomonas,microbial,5.0,7.0,log cfu/g,4.47,3.0,4.47,0.0,5.0,7.06,1.295,,theoretical
anm-0238-239,1,control,,,0.0,none,none,60.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging,4,fish,crucian carp,,,,,tvc,microbial,5.0,7.0,log cfu/g,2.84,10.0,6.97,0.41,15.0,8.5,0.306,1.214,theoretical
anm-0238-239,1,tea polyphenols,0.2,%,0.2,phenol,plant,60.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging,4,fish,crucian carp,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.84,15.0,6.7,0.26,20.0,8.0,0.26,1.143,theoretical
anm-0238-239,1,rosemary extract,0.2,%,0.2,phenol,plant,60.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging,4,fish,crucian carp,,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,2.84,15.0,6.2,0.22,20.0,7.5,0.26,1.071,theoretical
anm-0327-346,1,control,,,0.0,none,none,,,,,,8,beef,swedish-style meatballs,,,,,lab,microbial,5.0,7.0,log cfu/g,2.0,12.0,3.3,0.11,,,,,theoretical
anm-0327-346,1,rosemary oil extract,0.1,% (w/w),0.1,essential oil,plant,,,,,,8,beef,swedish-style meatballs,,anm,single,,lab,microbial,5.0,7.0,log cfu/g,1.6,12.0,3.0,0.12,,,,,theoretical
anm-0327-346,1,rosemary water extract,0.15,% (w/w),0.15,phenol,plant,,,,,,8,beef,swedish-style meatballs,,anm,single,,lab,microbial,5.0,7.0,log cfu/g,1.6,12.0,3.3,0.14,,,,,theoretical
anm-0327-346,1,rosemary oil and water extract,0.25,% (w/w),0.25,phenol/essential oil,plant,,,,,,8,beef,swedish-style meatballs,,anm,single,,lab,microbial,5.0,7.0,log cfu/g,2.3,12.0,3.3,0.08,,,,,theoretical
anm-0327-346,1,lemon fiber,5.0,% (w/w),5.0,carbohydrate,plant,,,,,,8,beef,swedish-style meatballs,,anm,single,,lab,microbial,5.0,7.0,log cfu/g,1.6,12.0,1.6,0.0,,,,,theoretical
anm-0327-346,1,orange fiber,5.0,% (w/w),5.0,carbohydrate,plant,,,,,,8,beef,swedish-style meatballs,,anm,single,,lab,microbial,5.0,7.0,log cfu/g,1.6,12.0,1.6,0.0,,,,,theoretical
anm-0359-360,1,control,,,0.0,none,none,30.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging,0–2,fish,indian mackerel,,,,,tac,microbial,5.0,7.0,log cfu/g,4.17,,,,11.0,7.13,0.648,1.019,theoretical
anm-0359-360,1,mint leaf extract,0.5,% (w/v),0.5,essential oil,plant,30.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging,0–2,fish,indian mackerel,,anm,single,,tac,microbial,5.0,7.0,log cfu/g,4.17,,,,16.0,7.33,0.458,1.047,theoretical
anm-0359-360,1,citrus peel extract,0.5,% (w/v),0.5,phenol,plant,30.0,active_antimicrobial,ldpe|pa|protein film,pouch,active packaging,0–2,fish,indian mackerel,,anm,single,,tac,microbial,5.0,7.0,log cfu/g,4.17,,,,13.0,7.01,0.539,1.001,theoretical
anm-0361-363,1,control,,,0.0,none,none,,active_antimicrobial,ldpe|pa|protein film,bag,active packaging,7,chicken,restructured chicken block,,,,,tpc,microbial,5.0,7.0,log cfu/g,3.4,20.0,4.2,0.04,,,,,theoretical
anm-0361-363,1,drumstick leaf,1.0,%,1.0,essential oil,plant,,active_antimicrobial,ldpe|pa|protein film,bag,active packaging,7,chicken,restructured chicken block,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.1,20.0,3.7,0.03,,,,,theoretical
anm-0361-363,1,mint leaf,1.0,%,1.0,essential oil,plant,,active_antimicrobial,ldpe|pa|protein film,bag,active packaging,7,chicken,restructured chicken block,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,3.1,20.0,3.9,0.04,,,,,theoretical
anm-0361-363,1,curry leaf,1.0,%,1.0,essential oil,plant,,active_antimicrobial,ldpe|pa|protein film,bag,active packaging,7,chicken,restructured chicken block,,anm,single,,tpc,microbial,5.0,7.0,log cfu/g,2.9,20.0,3.7,0.04,,,,,theoretical
anm-0523-526,1,control,,,0.0,none,none,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,,,,tvc,microbial,5.0,7.0,log cfu/g,5.41,2.0,6.5,0.55,4.0,7.1,0.3,1.014,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,5.41,4.0,6.5,0.27,6.0,7.0,0.25,1.0,theoretical
anm-0523-526,1,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,5.41,4.0,6.5,0.27,6.0,7.0,0.25,1.0,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,tvc,microbial,5.0,7.0,log cfu/g,5.41,6.0,6.5,0.18,7.0,7.0,0.5,1.0,theoretical
anm-0523-526,1,control,,,0.0,none,none,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,,,,pseudomonas,microbial,5.0,7.0,log cfu/g,5.05,2.0,6.5,0.73,4.0,7.2,0.35,1.029,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,pseudomonas,microbial,5.0,7.0,log cfu/g,5.05,4.0,6.0,0.24,6.0,7.5,0.75,1.071,theoretical
anm-0523-526,1,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,pseudomonas,microbial,5.0,7.0,log cfu/g,5.05,4.0,6.0,0.24,6.0,7.5,0.75,1.071,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,pseudomonas,microbial,5.0,7.0,log cfu/g,5.05,6.0,6.0,0.16,8.0,7.0,0.5,1.0,theoretical
anm-0523-526,1,control,,,0.0,none,none,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,,,,lab,microbial,5.0,7.0,log cfu/g,4.35,6.0,6.1,0.29,8.0,7.0,0.45,1.0,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.35,8.0,5.0,0.08,10.0,7.0,1.0,1.0,theoretical
anm-0523-526,1,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.35,8.0,5.0,0.08,10.0,7.0,1.0,1.0,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,lab,microbial,5.0,7.0,log cfu/g,4.35,10.0,5.9,0.16,,,,,theoretical
anm-0523-526,1,control,,,0.0,none,none,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,,,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.29,,,,12.0,9.13,,,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.29,,,,12.0,,,,theoretical
anm-0523-526,1,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.29,,,,12.0,,,,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,b. thermosphacta,microbial,5.0,7.0,log cfu/g,4.29,,,,12.0,,,,theoretical
anm-0523-526,1,control,,,0.0,none,none,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,,,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.5,,,,,,,,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.5,,,,,,,,theoretical
anm-0523-526,1,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.5,,,,,,,,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,enterobacteriaceae,microbial,5.0,7.0,log cfu/g,3.5,,,,12.0,,,,theoretical
anm-0523-526,1,control,,,0.0,none,none,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,,,,fungal count,microbial,2.0,3.0,log cfu/g,4.5,6.0,6.2,0.28,8.0,8.0,0.9,2.667,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,fungal count,microbial,2.0,3.0,log cfu/g,4.51,8.0,6.0,0.19,10.0,7.0,0.5,2.333,theoretical
anm-0523-526,1,thyme oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,fungal count,microbial,2.0,3.0,log cfu/g,4.52,12.0,6.2,0.14,,,,,theoretical
anm-0523-526,1,chitosan,1.5,% (v/w),0.03,carbohydrate,"algae, fish and others",,active_antimicrobial,pa,,active packaging,4,chicken,ready to cook chicken-pepper kebabs (125g),,anm,single,,fungal count,microbial,2.0,3.0,log cfu/g,4.53,12.0,4.7,0.01,,,,,theoretical
anm-0547-550,1,control,0.0,,0.0,none,none,,active_antimicrobial,ldpe|pa,pouch,barrier|active packaging,4,chicken,semi cooked coated chicken fillets,,,,,tvc,microbial,5.0,7.0,log cfu/g,3.6,10.0,6.9,0.33,14.0,8.5,0.4,1.214,theoretical
anm-0547-550,1,control,0.0,,0.0,none,none,,active_antimicrobial,ldpe|pa,pouch,barrier|active packaging,4,chicken,semi cooked coated chicken fillets,,,,,tvc,microbial,5.0,7.0,log cfu/g,3.6,,,,,,,,theoretical
anm-0547-550,1,edta–lysozyme solution,1.5,% (w/w),1.5,protein,enzyme,,active_antimicrobial,ldpe|pa,pouch,barrier|active packaging,4,chicken,semi cooked coated chicken fillets,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,3.6,12.0,6.5,0.24,14.0,7.0,0.25,1.0,theoretical
anm-0547-550,1,rosemary oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,ldpe|pa,pouch,barrier|active packaging,4,chicken,semi cooked coated chicken fillets,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,3.6,14.0,,,16.0,,,,theoretical
anm-0547-550,1,oregano oil,0.2,% (v/w),0.2,essential oil,plant,,active_antimicrobial,ldpe|pa,pouch,barrier|active packaging,4,chicken,semi cooked coated chicken fillets,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,3.6,14.0,,,16.0,,,,theoretical
anm-0547-550,1,edta–lysozyme solution,1.5,% (w/w),1.5,protein,enzyme,,active_antimicrobial,ldpe|pa,pouch,barrier|active packaging,4,chicken,semi cooked coated chicken fillets,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,3.6,14.0,,,16.0,,,,theoretical
anm-0547-550,1,edta–lysozyme solution,1.5,% (w/w),1.5,protein,enzyme,,active_antimicrobial,ldpe|pa,pouch,barrier|active packaging,4,chicken,semi cooked coated chicken fillets,,anm+map,hybrid_simultaneous,,tvc,microbial,5.0,7.0,log cfu/g,3.6,14.0,,,16.0,,,,theoretical
anm-0570,1,lemon juice,250.0,ml,1.67,organic acid,plant,1440.0,,,,,0,chicken,leg,,anm,single,,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,1,lemon juice,250.0,ml,1.67,organic acid,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,3.0,salmonella,microbial,0.0,0.0,cfu/plate,,9.0,0.0,,12.0,,,,theoretical
anm-0570,1,lemon juice,250.0,ml,1.67,organic acid,plant,1440.0,,,,,0,chicken,leg,irradiation,anm,hybrid_simultaneous,5.0,salmonella,microbial,0.0,0.0,cfu/plate,,15.0,0.0,,,,,,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,vacuum,,,,0,chicken,leg,,anm,single,,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,,single,3.0,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,vacuum,,,,0,chicken,leg,irradiation,,single,5.0,salmonella,microbial,0.0,0.0,cfu/plate,,12.0,0.0,,15.0,,,,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,0.0,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,3.0,salmonella,microbial,0.0,0.0,cfu/plate,,,,,1.0,,,,theoretical
anm-0570,1,control,0.0,ml,0.0,none,none,,aerobic,,,,0,chicken,leg,irradiation,,single,5.0,salmonella,microbial,0.0,0.0,cfu/plate,0.0,15.0,0.0,,,,,,theoretical
